"TestID","PreviousSource","Application","Role","Module","Feature","Scenario","PreviousResult","CurrentResult","Delta","ExecutionEnvironment","PreviousDefect","CurrentDefect","PreviousBlocker","CurrentBlocker","Evidence","Notes"
"QA-0365","reports/full-e2e-qa/coverage-cases.csv","Admin","ADMIN FAMILY","FINANCE_ADMIN","Forbidden navigation","Forbidden navigation","BLOCKED","PASS","BLOCKED -> PASS = UNBLOCKED/PASS","LOCAL; Development-2 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","No authenticated session; deployed role behavior not inferred from enum/seed files","","logs/admin-role-browser-continuation.json","Real browser role check."
"QA-0366","reports/full-e2e-qa/coverage-cases.csv","Admin","ADMIN FAMILY","FINANCE_ADMIN","Allowed API","Allowed API","BLOCKED","PASS","BLOCKED -> PASS = UNBLOCKED/PASS","LOCAL; Development-2 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","No authenticated session; deployed role behavior not inferred from enum/seed files","","logs/security-api-continuation.json","HTTP 200 on /api/v1/admin/finance/dashboard"
"QA-0367","reports/full-e2e-qa/coverage-cases.csv","Admin","ADMIN FAMILY","FINANCE_ADMIN","Forbidden API","Forbidden API","BLOCKED","PASS","BLOCKED -> PASS = UNBLOCKED/PASS","LOCAL; Development-2 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","No authenticated session; deployed role behavior not inferred from enum/seed files","","logs/security-api-continuation.json","HTTP 403 on /api/v1/admin/super/users"
"QA-0368","reports/full-e2e-qa/coverage-cases.csv","Admin","ADMIN FAMILY","FINANCE_ADMIN","Profile","Profile","BLOCKED","NOT TESTED","BLOCKED -> NOT TESTED","LOCAL; Development-2 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","No authenticated session; deployed role behavior not inferred from enum/seed files","This specific assertion was not independently executed; module loading does not certify all mutations or edge cases.","","No authenticated session; deployed role behavior not inferred from enum/seed files"
"QA-0369","reports/full-e2e-qa/coverage-cases.csv","Admin","ADMIN FAMILY","FINANCE_ADMIN","Session restore","Session restore","BLOCKED","PASS","BLOCKED -> PASS = UNBLOCKED/PASS","LOCAL; Development-2 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","No authenticated session; deployed role behavior not inferred from enum/seed files","","logs/admin-role-browser-continuation.json","Real browser role check."
"QA-0370","reports/full-e2e-qa/coverage-cases.csv","Admin","ADMIN FAMILY","FINANCE_ADMIN","Logout","Logout","BLOCKED","PASS","BLOCKED -> PASS = UNBLOCKED/PASS","LOCAL; Development-2 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","No authenticated session; deployed role behavior not inferred from enum/seed files","","logs/admin-role-browser-continuation.json","Real browser role check."
"QA-0371","reports/full-e2e-qa/coverage-cases.csv","Admin","ADMIN FAMILY","FINANCE_ADMIN","Post-logout protection","Post-logout protection","BLOCKED","PASS","BLOCKED -> PASS = UNBLOCKED/PASS","LOCAL; Development-2 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","No authenticated session; deployed role behavior not inferred from enum/seed files","","logs/admin-role-browser-continuation.json","Real browser role check."
"QA-0372","reports/full-e2e-qa/coverage-cases.csv","Admin","ADMIN FAMILY","SUPPORT_ADMIN","Login","Login","BLOCKED","PASS","BLOCKED -> PASS = UNBLOCKED/PASS","LOCAL; Development-2 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","No authenticated session; deployed role behavior not inferred from enum/seed files","","logs/admin-role-browser-continuation.json","Real browser role check."
"QA-0373","reports/full-e2e-qa/coverage-cases.csv","Admin","ADMIN FAMILY","SUPPORT_ADMIN","Landing page","Landing page","BLOCKED","PASS","BLOCKED -> PASS = UNBLOCKED/PASS","LOCAL; Development-2 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","No authenticated session; deployed role behavior not inferred from enum/seed files","","logs/admin-role-browser-continuation.json","Real browser role check."
"QA-0374","reports/full-e2e-qa/coverage-cases.csv","Admin","ADMIN FAMILY","SUPPORT_ADMIN","Allowed navigation","Allowed navigation","BLOCKED","PASS","BLOCKED -> PASS = UNBLOCKED/PASS","LOCAL; Development-2 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","No authenticated session; deployed role behavior not inferred from enum/seed files","","logs/admin-role-browser-continuation.json","Real browser role check."
"QA-0375","reports/full-e2e-qa/coverage-cases.csv","Admin","ADMIN FAMILY","SUPPORT_ADMIN","Forbidden navigation","Forbidden navigation","BLOCKED","PASS","BLOCKED -> PASS = UNBLOCKED/PASS","LOCAL; Development-2 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","No authenticated session; deployed role behavior not inferred from enum/seed files","","logs/admin-role-browser-continuation.json","Real browser role check."
"QA-0376","reports/full-e2e-qa/coverage-cases.csv","Admin","ADMIN FAMILY","SUPPORT_ADMIN","Allowed API","Allowed API","BLOCKED","PASS","BLOCKED -> PASS = UNBLOCKED/PASS","LOCAL; Development-2 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","No authenticated session; deployed role behavior not inferred from enum/seed files","","logs/security-api-continuation.json","HTTP 200 on /api/v1/admin/support/dashboard"
"QA-0377","reports/full-e2e-qa/coverage-cases.csv","Admin","ADMIN FAMILY","SUPPORT_ADMIN","Forbidden API","Forbidden API","BLOCKED","PASS","BLOCKED -> PASS = UNBLOCKED/PASS","LOCAL; Development-2 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","No authenticated session; deployed role behavior not inferred from enum/seed files","","logs/security-api-continuation.json","HTTP 403 on /api/v1/admin/super/users"
"QA-0378","reports/full-e2e-qa/coverage-cases.csv","Admin","ADMIN FAMILY","SUPPORT_ADMIN","Profile","Profile","BLOCKED","NOT TESTED","BLOCKED -> NOT TESTED","LOCAL; Development-2 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","No authenticated session; deployed role behavior not inferred from enum/seed files","This specific assertion was not independently executed; module loading does not certify all mutations or edge cases.","","No authenticated session; deployed role behavior not inferred from enum/seed files"
"QA-0379","reports/full-e2e-qa/coverage-cases.csv","Admin","ADMIN FAMILY","SUPPORT_ADMIN","Session restore","Session restore","BLOCKED","PASS","BLOCKED -> PASS = UNBLOCKED/PASS","LOCAL; Development-2 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","No authenticated session; deployed role behavior not inferred from enum/seed files","","logs/admin-role-browser-continuation.json","Real browser role check."
"QA-0380","reports/full-e2e-qa/coverage-cases.csv","Admin","ADMIN FAMILY","SUPPORT_ADMIN","Logout","Logout","BLOCKED","PASS","BLOCKED -> PASS = UNBLOCKED/PASS","LOCAL; Development-2 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","No authenticated session; deployed role behavior not inferred from enum/seed files","","logs/admin-role-browser-continuation.json","Real browser role check."
"QA-0381","reports/full-e2e-qa/coverage-cases.csv","Admin","ADMIN FAMILY","SUPPORT_ADMIN","Post-logout protection","Post-logout protection","BLOCKED","PASS","BLOCKED -> PASS = UNBLOCKED/PASS","LOCAL; Development-2 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","No authenticated session; deployed role behavior not inferred from enum/seed files","","logs/admin-role-browser-continuation.json","Real browser role check."
"QA-0382","reports/full-e2e-qa/coverage-cases.csv","Admin","ADMIN FAMILY","MARKETING_ADMIN","Login","Login","BLOCKED","PASS","BLOCKED -> PASS = UNBLOCKED/PASS","LOCAL; Development-2 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","No authenticated session; deployed role behavior not inferred from enum/seed files","","logs/admin-role-browser-continuation.json","Real browser role check."
"QA-0383","reports/full-e2e-qa/coverage-cases.csv","Admin","ADMIN FAMILY","MARKETING_ADMIN","Landing page","Landing page","BLOCKED","PASS","BLOCKED -> PASS = UNBLOCKED/PASS","LOCAL; Development-2 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","No authenticated session; deployed role behavior not inferred from enum/seed files","","logs/admin-role-browser-continuation.json","Real browser role check."
"QA-0384","reports/full-e2e-qa/coverage-cases.csv","Admin","ADMIN FAMILY","MARKETING_ADMIN","Allowed navigation","Allowed navigation","BLOCKED","PASS","BLOCKED -> PASS = UNBLOCKED/PASS","LOCAL; Development-2 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","No authenticated session; deployed role behavior not inferred from enum/seed files","","logs/admin-role-browser-continuation.json","Real browser role check."
"QA-0385","reports/full-e2e-qa/coverage-cases.csv","Admin","ADMIN FAMILY","MARKETING_ADMIN","Forbidden navigation","Forbidden navigation","BLOCKED","PASS","BLOCKED -> PASS = UNBLOCKED/PASS","LOCAL; Development-2 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","No authenticated session; deployed role behavior not inferred from enum/seed files","","logs/admin-role-browser-continuation.json","Real browser role check."
"QA-0386","reports/full-e2e-qa/coverage-cases.csv","Admin","ADMIN FAMILY","MARKETING_ADMIN","Allowed API","Allowed API","BLOCKED","PASS","BLOCKED -> PASS = UNBLOCKED/PASS","LOCAL; Development-2 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","No authenticated session; deployed role behavior not inferred from enum/seed files","","logs/security-api-continuation.json","HTTP 200 on /api/v1/admin/marketing/dashboard"
"QA-0387","reports/full-e2e-qa/coverage-cases.csv","Admin","ADMIN FAMILY","MARKETING_ADMIN","Forbidden API","Forbidden API","BLOCKED","PASS","BLOCKED -> PASS = UNBLOCKED/PASS","LOCAL; Development-2 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","No authenticated session; deployed role behavior not inferred from enum/seed files","","logs/security-api-continuation.json","HTTP 403 on /api/v1/admin/super/users"
"QA-0388","reports/full-e2e-qa/coverage-cases.csv","Admin","ADMIN FAMILY","MARKETING_ADMIN","Profile","Profile","BLOCKED","NOT TESTED","BLOCKED -> NOT TESTED","LOCAL; Development-2 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","No authenticated session; deployed role behavior not inferred from enum/seed files","This specific assertion was not independently executed; module loading does not certify all mutations or edge cases.","","No authenticated session; deployed role behavior not inferred from enum/seed files"
"QA-0389","reports/full-e2e-qa/coverage-cases.csv","Admin","ADMIN FAMILY","MARKETING_ADMIN","Session restore","Session restore","BLOCKED","PASS","BLOCKED -> PASS = UNBLOCKED/PASS","LOCAL; Development-2 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","No authenticated session; deployed role behavior not inferred from enum/seed files","","logs/admin-role-browser-continuation.json","Real browser role check."
"QA-0390","reports/full-e2e-qa/coverage-cases.csv","Admin","ADMIN FAMILY","MARKETING_ADMIN","Logout","Logout","BLOCKED","PASS","BLOCKED -> PASS = UNBLOCKED/PASS","LOCAL; Development-2 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","No authenticated session; deployed role behavior not inferred from enum/seed files","","logs/admin-role-browser-continuation.json","Real browser role check."
"QA-0391","reports/full-e2e-qa/coverage-cases.csv","Admin","ADMIN FAMILY","MARKETING_ADMIN","Post-logout protection","Post-logout protection","BLOCKED","PASS","BLOCKED -> PASS = UNBLOCKED/PASS","LOCAL; Development-2 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","No authenticated session; deployed role behavior not inferred from enum/seed files","","logs/admin-role-browser-continuation.json","Real browser role check."
"QA-0392","reports/full-e2e-qa/coverage-cases.csv","Integration","cross-role","Full service lifecycle","Customer request","Customer request","BLOCKED","BLOCKED","BLOCKED -> BLOCKED","LOCAL; Development-2 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.","Complete browser lifecycle blocked by Customer OTP format and Plumber required-photo workflow. API-only substeps are reported separately.","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass."
"QA-0393","reports/full-e2e-qa/coverage-cases.csv","Integration","cross-role","Full service lifecycle","Plumber assignment","Plumber assignment","BLOCKED","BLOCKED","BLOCKED -> BLOCKED","LOCAL; Development-2 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.","Complete browser lifecycle blocked by Customer OTP format and Plumber required-photo workflow. API-only substeps are reported separately.","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass."
"QA-0394","reports/full-e2e-qa/coverage-cases.csv","Integration","cross-role","Full service lifecycle","Accept","Accept","BLOCKED","BLOCKED","BLOCKED -> BLOCKED","LOCAL; Development-2 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.","Complete browser lifecycle blocked by Customer OTP format and Plumber required-photo workflow. API-only substeps are reported separately.","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass."
"QA-0395","reports/full-e2e-qa/coverage-cases.csv","Integration","cross-role","Full service lifecycle","Arrival","Arrival","BLOCKED","BLOCKED","BLOCKED -> BLOCKED","LOCAL; Development-2 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.","Complete browser lifecycle blocked by Customer OTP format and Plumber required-photo workflow. API-only substeps are reported separately.","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass."
"QA-0396","reports/full-e2e-qa/coverage-cases.csv","Integration","cross-role","Full service lifecycle","Diagnosis","Diagnosis","BLOCKED","BLOCKED","BLOCKED -> BLOCKED","LOCAL; Development-2 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.","Complete browser lifecycle blocked by Customer OTP format and Plumber required-photo workflow. API-only substeps are reported separately.","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass."
"QA-0397","reports/full-e2e-qa/coverage-cases.csv","Integration","cross-role","Full service lifecycle","Material request","Material request","BLOCKED","BLOCKED","BLOCKED -> BLOCKED","LOCAL; Development-2 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.","Complete browser lifecycle blocked by Customer OTP format and Plumber required-photo workflow. API-only substeps are reported separately.","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass."
"QA-0398","reports/full-e2e-qa/coverage-cases.csv","Integration","cross-role","Full service lifecycle","Store approval","Store approval","BLOCKED","BLOCKED","BLOCKED -> BLOCKED","LOCAL; Development-2 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.","Complete browser lifecycle blocked by Customer OTP format and Plumber required-photo workflow. API-only substeps are reported separately.","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass."
"QA-0399","reports/full-e2e-qa/coverage-cases.csv","Integration","cross-role","Full service lifecycle","Preparation","Preparation","BLOCKED","BLOCKED","BLOCKED -> BLOCKED","LOCAL; Development-2 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.","Complete browser lifecycle blocked by Customer OTP format and Plumber required-photo workflow. API-only substeps are reported separately.","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass."
"QA-0400","reports/full-e2e-qa/coverage-cases.csv","Integration","cross-role","Full service lifecycle","Ready for pickup","Ready for pickup","BLOCKED","BLOCKED","BLOCKED -> BLOCKED","LOCAL; Development-2 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.","Complete browser lifecycle blocked by Customer OTP format and Plumber required-photo workflow. API-only substeps are reported separately.","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass."
"QA-0401","reports/full-e2e-qa/coverage-cases.csv","Integration","cross-role","Full service lifecycle","Plumber records collection","Plumber records collection","BLOCKED","BLOCKED","BLOCKED -> BLOCKED","LOCAL; Development-2 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.","Complete browser lifecycle blocked by Customer OTP format and Plumber required-photo workflow. API-only substeps are reported separately.","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass."
"QA-0402","reports/full-e2e-qa/coverage-cases.csv","Integration","cross-role","Full service lifecycle","Store confirms collection","Store confirms collection","BLOCKED","BLOCKED","BLOCKED -> BLOCKED","LOCAL; Development-2 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.","Complete browser lifecycle blocked by Customer OTP format and Plumber required-photo workflow. API-only substeps are reported separately.","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass."
"QA-0403","reports/full-e2e-qa/coverage-cases.csv","Integration","cross-role","Full service lifecycle","Resume work","Resume work","BLOCKED","BLOCKED","BLOCKED -> BLOCKED","LOCAL; Development-2 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.","Complete browser lifecycle blocked by Customer OTP format and Plumber required-photo workflow. API-only substeps are reported separately.","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass."
"QA-0404","reports/full-e2e-qa/coverage-cases.csv","Integration","cross-role","Full service lifecycle","Complete job","Complete job","BLOCKED","BLOCKED","BLOCKED -> BLOCKED","LOCAL; Development-2 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.","Complete browser lifecycle blocked by Customer OTP format and Plumber required-photo workflow. API-only substeps are reported separately.","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass."
"QA-0405","reports/full-e2e-qa/coverage-cases.csv","Integration","cross-role","Full service lifecycle","Customer completion","Customer completion","BLOCKED","BLOCKED","BLOCKED -> BLOCKED","LOCAL; Development-2 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.","Complete browser lifecycle blocked by Customer OTP format and Plumber required-photo workflow. API-only substeps are reported separately.","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass."
"QA-0406","reports/full-e2e-qa/coverage-cases.csv","Integration","cross-role","Full service lifecycle","Customer confirmation","Customer confirmation","BLOCKED","BLOCKED","BLOCKED -> BLOCKED","LOCAL; Development-2 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.","Complete browser lifecycle blocked by Customer OTP format and Plumber required-photo workflow. API-only substeps are reported separately.","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass."
"QA-0407","reports/full-e2e-qa/coverage-cases.csv","Integration","cross-role","Full service lifecycle","Rating","Rating","BLOCKED","BLOCKED","BLOCKED -> BLOCKED","LOCAL; Development-2 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.","Complete browser lifecycle blocked by Customer OTP format and Plumber required-photo workflow. API-only substeps are reported separately.","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass."
"QA-0408","reports/full-e2e-qa/coverage-cases.csv","Integration","cross-role","Full service lifecycle","Cross-app persisted result","Cross-app persisted result","BLOCKED","BLOCKED","BLOCKED -> BLOCKED","LOCAL; Development-2 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.","Complete browser lifecycle blocked by Customer OTP format and Plumber required-photo workflow. API-only substeps are reported separately.","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass."
"QA-0409","reports/full-e2e-qa/coverage-cases.csv","Integration","cross-role","Full service lifecycle","Transition actor/endpoint/old/new state evidence","Transition actor/endpoint/old/new state evidence","BLOCKED","BLOCKED","BLOCKED -> BLOCKED","LOCAL; Development-2 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.","Complete browser lifecycle blocked by Customer OTP format and Plumber required-photo workflow. API-only substeps are reported separately.","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass."
"QA-0410","reports/full-e2e-qa/coverage-cases.csv","Integration","cross-role","Persistence","Inventory refresh/relogin","Inventory refresh/relogin","BLOCKED","BLOCKED","BLOCKED -> BLOCKED","LOCAL; Development-2 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.","Complete browser lifecycle blocked by Customer OTP format and Plumber required-photo workflow. API-only substeps are reported separately.","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass."
"QA-0411","reports/full-e2e-qa/coverage-cases.csv","Integration","cross-role","Persistence","Order refresh/relogin","Order refresh/relogin","BLOCKED","BLOCKED","BLOCKED -> BLOCKED","LOCAL; Development-2 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.","Complete browser lifecycle blocked by Customer OTP format and Plumber required-photo workflow. API-only substeps are reported separately.","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass."
"QA-0412","reports/full-e2e-qa/coverage-cases.csv","Integration","cross-role","Persistence","Material status across apps","Material status across apps","BLOCKED","BLOCKED","BLOCKED -> BLOCKED","LOCAL; Development-2 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.","Complete browser lifecycle blocked by Customer OTP format and Plumber required-photo workflow. API-only substeps are reported separately.","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass."
"QA-0413","reports/full-e2e-qa/coverage-cases.csv","Integration","cross-role","Persistence","Profile refresh/relogin","Profile refresh/relogin","BLOCKED","BLOCKED","BLOCKED -> BLOCKED","LOCAL; Development-2 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.","Complete browser lifecycle blocked by Customer OTP format and Plumber required-photo workflow. API-only substeps are reported separately.","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass."
"QA-0414","reports/full-e2e-qa/coverage-cases.csv","Integration","cross-role","Persistence","Address refresh/relogin","Address refresh/relogin","BLOCKED","BLOCKED","BLOCKED -> BLOCKED","LOCAL; Development-2 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.","Complete browser lifecycle blocked by Customer OTP format and Plumber required-photo workflow. API-only substeps are reported separately.","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass."
"QA-0415","reports/full-e2e-qa/coverage-cases.csv","Integration","cross-role","Persistence","Rating refresh/relogin","Rating refresh/relogin","BLOCKED","BLOCKED","BLOCKED -> BLOCKED","LOCAL; Development-2 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.","Complete browser lifecycle blocked by Customer OTP format and Plumber required-photo workflow. API-only substeps are reported separately.","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass."
"QA-0416","reports/full-e2e-qa/coverage-cases.csv","Integration","cross-role","Duplicates/business rules","Double service submit","Double service submit","BLOCKED","BLOCKED","BLOCKED -> BLOCKED","LOCAL; Development-2 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.","Complete browser lifecycle blocked by Customer OTP format and Plumber required-photo workflow. API-only substeps are reported separately.","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass."
"QA-0417","reports/full-e2e-qa/coverage-cases.csv","Integration","cross-role","Duplicates/business rules","Duplicate accept","Duplicate accept","BLOCKED","FAIL","BLOCKED -> FAIL","LOCAL; Development-2 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.","","logs/security-api-continuation.json","PLUMBER /api/v1/orders/2/accept HTTP 200"
"QA-0418","reports/full-e2e-qa/coverage-cases.csv","Integration","cross-role","Duplicates/business rules","Duplicate complete","Duplicate complete","BLOCKED","FAIL","BLOCKED -> FAIL","LOCAL; Development-2 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.","","logs/lifecycle-finished-continuation.json","Real API continuation; not full browser certification"
"QA-0419","reports/full-e2e-qa/coverage-cases.csv","Integration","cross-role","Duplicates/business rules","Duplicate material request","Duplicate material request","BLOCKED","BLOCKED","BLOCKED -> BLOCKED","LOCAL; Development-2 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.","Complete browser lifecycle blocked by Customer OTP format and Plumber required-photo workflow. API-only substeps are reported separately.","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass."
"QA-0420","reports/full-e2e-qa/coverage-cases.csv","Integration","cross-role","Duplicates/business rules","Duplicate stock update","Duplicate stock update","BLOCKED","PASS","BLOCKED -> PASS = UNBLOCKED/PASS","LOCAL; Development-2 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.","","logs/security-api-continuation.json","STORE_MANAGER /api/v1/stores/1/inventory/1 HTTP 400"
"QA-0421","reports/full-e2e-qa/coverage-cases.csv","Integration","cross-role","Duplicates/business rules","Stock never negative","Stock never negative","BLOCKED","BLOCKED","BLOCKED -> BLOCKED","LOCAL; Development-2 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.","Complete browser lifecycle blocked by Customer OTP format and Plumber required-photo workflow. API-only substeps are reported separately.","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass."
"QA-0422","reports/full-e2e-qa/coverage-cases.csv","Integration","cross-role","Duplicates/business rules","Reserved stock bounds","Reserved stock bounds","BLOCKED","BLOCKED","BLOCKED -> BLOCKED","LOCAL; Development-2 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.","Complete browser lifecycle blocked by Customer OTP format and Plumber required-photo workflow. API-only substeps are reported separately.","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass."
"QA-0423","reports/full-e2e-qa/coverage-cases.csv","Integration","cross-role","Duplicates/business rules","Illegal completion rejection","Illegal completion rejection","BLOCKED","PASS","BLOCKED -> PASS = UNBLOCKED/PASS","LOCAL; Development-2 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.","","logs/security-api-continuation.json","PLUMBER /api/v1/orders/2/complete HTTP 409"
"QA-0424","reports/full-e2e-qa/coverage-cases.csv","Integration","cross-role","Duplicates/business rules","Wrong collection order rejection","Wrong collection order rejection","BLOCKED","BLOCKED","BLOCKED -> BLOCKED","LOCAL; Development-2 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.","Complete browser lifecycle blocked by Customer OTP format and Plumber required-photo workflow. API-only substeps are reported separately.","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass."
