"Test ID","Previous Source File","Application","Role","Module","Feature","Scenario","Previous Result","Current Result","Delta","Previous Defect ID","Current Defect ID","Previous Blocker","Current Blocker","Current Evidence","Notes","Priority","ImmediateRetest"
"QA-0040","reports/full-e2e-qa/coverage-cases.csv","Customer","CUSTOMER","Home","Home search","Home search","BLOCKED","","","","","","","","","1","Y"
"QA-0037","reports/full-e2e-qa/coverage-cases.csv","Customer","CUSTOMER","Registration","Registration duplicate submit","Registration duplicate submit","BLOCKED","","","","","","","","","1","Y"
"QA-0038","reports/full-e2e-qa/coverage-cases.csv","Customer","CUSTOMER","Home","Header actions","Header actions","BLOCKED","","","","","","","","","1","Y"
"QA-0039","reports/full-e2e-qa/coverage-cases.csv","Customer","CUSTOMER","Home","Location/address selector","Location/address selector","BLOCKED","","","","","","","","","1","Y"
"QA-0076","reports/full-e2e-qa/coverage-cases.csv","Customer","CUSTOMER","Cart","Negative quantity","Negative quantity","BLOCKED","","","","","","","","","1","Y"
"QA-0077","reports/full-e2e-qa/coverage-cases.csv","Customer","CUSTOMER","Cart","Subtotal arithmetic","Subtotal arithmetic","BLOCKED","","","","","","","","","1","Y"
"QA-0078","reports/full-e2e-qa/coverage-cases.csv","Customer","CUSTOMER","Cart","Total arithmetic","Total arithmetic","BLOCKED","","","","","","","","","1","Y"
"QA-0075","reports/full-e2e-qa/coverage-cases.csv","Customer","CUSTOMER","Cart","Zero quantity","Zero quantity","BLOCKED","","","","","","","","","1","Y"
"QA-0072","reports/full-e2e-qa/coverage-cases.csv","Customer","CUSTOMER","Cart","Persist cart","Persist cart","BLOCKED","","","","","","","","","1","Y"
"QA-0073","reports/full-e2e-qa/coverage-cases.csv","Customer","CUSTOMER","Cart","Duplicate product","Duplicate product","BLOCKED","","","","","","","","","1","Y"
"QA-0074","reports/full-e2e-qa/coverage-cases.csv","Customer","CUSTOMER","Cart","Stock limit","Stock limit","BLOCKED","","","","","","","","","1","Y"
"QA-0083","reports/full-e2e-qa/coverage-cases.csv","Customer","CUSTOMER","Addresses","Edit","Edit","BLOCKED","","","","","","","","","1","Y"
"QA-0084","reports/full-e2e-qa/coverage-cases.csv","Customer","CUSTOMER","Addresses","Delete","Delete","BLOCKED","","","","","","","","","1","Y"
"QA-0085","reports/full-e2e-qa/coverage-cases.csv","Customer","CUSTOMER","Addresses","Default","Default","BLOCKED","","","","","","","","","1","Y"
"QA-0082","reports/full-e2e-qa/coverage-cases.csv","Customer","CUSTOMER","Addresses","Add","Add","BLOCKED","","","","","","","","","1","Y"
"QA-0079","reports/full-e2e-qa/coverage-cases.csv","Customer","CUSTOMER","Cart","Tax/charges","Tax/charges","BLOCKED","","","","","","","","","1","Y"
"QA-0080","reports/full-e2e-qa/coverage-cases.csv","Customer","CUSTOMER","Cart","Empty cart","Empty cart","BLOCKED","","","","","","","","","1","Y"
"QA-0081","reports/full-e2e-qa/coverage-cases.csv","Customer","CUSTOMER","Addresses","Address list","Address list","BLOCKED","","","","","","","","","1","Y"
"QA-0062","reports/full-e2e-qa/coverage-cases.csv","Customer","CUSTOMER","Catalog","Quantity selection","Quantity selection","BLOCKED","","","","","","","","","1","Y"
"QA-0063","reports/full-e2e-qa/coverage-cases.csv","Customer","CUSTOMER","Catalog","Back navigation","Back navigation","BLOCKED","","","","","","","","","1","Y"
"QA-0064","reports/full-e2e-qa/coverage-cases.csv","Customer","CUSTOMER","Catalog","Refresh","Refresh","BLOCKED","","","","","","","","","1","Y"
"QA-0061","reports/full-e2e-qa/coverage-cases.csv","Customer","CUSTOMER","Catalog","Low stock","Low stock","BLOCKED","","","","","","","","","1","Y"
"QA-0058","reports/full-e2e-qa/coverage-cases.csv","Customer","CUSTOMER","Catalog","Filters","Filters","BLOCKED","","","","","","","","","1","Y"
"QA-0059","reports/full-e2e-qa/coverage-cases.csv","Customer","CUSTOMER","Catalog","Sorting","Sorting","BLOCKED","","","","","","","","","1","Y"
"QA-0060","reports/full-e2e-qa/coverage-cases.csv","Customer","CUSTOMER","Catalog","Out of stock","Out of stock","BLOCKED","","","","","","","","","1","Y"
"QA-0069","reports/full-e2e-qa/coverage-cases.csv","Customer","CUSTOMER","Cart","Decrease quantity","Decrease quantity","BLOCKED","","","","","","","","","1","Y"
"QA-0070","reports/full-e2e-qa/coverage-cases.csv","Customer","CUSTOMER","Cart","Remove item","Remove item","BLOCKED","","","","","","","","","1","Y"
"QA-0071","reports/full-e2e-qa/coverage-cases.csv","Customer","CUSTOMER","Cart","Remove final item","Remove final item","BLOCKED","","","","","","","","","1","Y"
"QA-0068","reports/full-e2e-qa/coverage-cases.csv","Customer","CUSTOMER","Cart","Increase quantity","Increase quantity","BLOCKED","","","","","","","","","1","Y"
"QA-0065","reports/full-e2e-qa/coverage-cases.csv","Customer","CUSTOMER","Catalog","Display-to-API match","Display-to-API match","BLOCKED","","","","","","","","","1","Y"
"QA-0066","reports/full-e2e-qa/coverage-cases.csv","Customer","CUSTOMER","Cart","Add product","Add product","BLOCKED","","","","","","","","","1","Y"
"QA-0067","reports/full-e2e-qa/coverage-cases.csv","Customer","CUSTOMER","Cart","Multiple products","Multiple products","BLOCKED","","","","","","","","","1","Y"
"QA-0144","reports/full-e2e-qa/coverage-cases.csv","Plumber","PLUMBER","Authentication","Empty registration feedback","Empty registration feedback","FAIL","","","","","","","","","1","Y"
"QA-0211","reports/full-e2e-qa/coverage-cases.csv","Plumber","PLUMBER","Collection/completion","History","History","BLOCKED","","","","","","","","","1","Y"
"QA-0212","reports/full-e2e-qa/coverage-cases.csv","Plumber","PLUMBER","Collection/completion","Customer-visible result","Customer-visible result","BLOCKED","","","","","","","","","1","Y"
"QA-0213","reports/full-e2e-qa/coverage-cases.csv","Plumber","PLUMBER","Earnings/wallet","Balance","Balance","BLOCKED","","","","","","","","","1","Y"
"QA-0210","reports/full-e2e-qa/coverage-cases.csv","Plumber","PLUMBER","Collection/completion","Completion detail","Completion detail","BLOCKED","","","","","","","","","1","Y"
"QA-0006","reports/full-e2e-qa/coverage-cases.csv","Customer","CUSTOMER","Authentication","Invalid password messaging from server","Invalid password messaging from server","BLOCKED","","","","","","","","","1","Y"
"QA-0005","reports/full-e2e-qa/coverage-cases.csv","Customer","CUSTOMER","Authentication","Protected route after logout","Protected route after logout","BLOCKED","","","","","","","","","1","Y"
"QA-0209","reports/full-e2e-qa/coverage-cases.csv","Plumber","PLUMBER","Collection/completion","Complete job","Complete job","BLOCKED","","","","","","","","","1","Y"
"QA-0218","reports/full-e2e-qa/coverage-cases.csv","Plumber","PLUMBER","Earnings/wallet","Backend value comparison","Backend value comparison","BLOCKED","","","","","","","","","1","Y"
"QA-0219","reports/full-e2e-qa/coverage-cases.csv","Plumber","PLUMBER","Profile/photos/chat","Profile view","Profile view","BLOCKED","","","","","","","","","1","Y"
"QA-0220","reports/full-e2e-qa/coverage-cases.csv","Plumber","PLUMBER","Profile/photos/chat","Edit fields","Edit fields","BLOCKED","","","","","","","","","1","Y"
"QA-0217","reports/full-e2e-qa/coverage-cases.csv","Plumber","PLUMBER","Earnings/wallet","Empty state","Empty state","BLOCKED","","","","","","","","","1","Y"
"QA-0214","reports/full-e2e-qa/coverage-cases.csv","Plumber","PLUMBER","Earnings/wallet","Transactions","Transactions","BLOCKED","","","","","","","","","1","Y"
"QA-0215","reports/full-e2e-qa/coverage-cases.csv","Plumber","PLUMBER","Earnings/wallet","Earnings","Earnings","BLOCKED","","","","","","","","","1","Y"
"QA-0216","reports/full-e2e-qa/coverage-cases.csv","Plumber","PLUMBER","Earnings/wallet","History","History","BLOCKED","","","","","","","","","1","Y"
"QA-0007","reports/full-e2e-qa/coverage-cases.csv","Customer","CUSTOMER","Authentication","Duplicate login server handling","Duplicate login server handling","BLOCKED","","","","","","","","","1","Y"
"QA-0199","reports/full-e2e-qa/coverage-cases.csv","Plumber","PLUMBER","Materials","Rejection","Rejection","BLOCKED","","","","","","","","","1","Y"
"QA-0200","reports/full-e2e-qa/coverage-cases.csv","Plumber","PLUMBER","Materials","Approval","Approval","BLOCKED","","","","","","","","","1","Y"
"QA-0201","reports/full-e2e-qa/coverage-cases.csv","Plumber","PLUMBER","Materials","Preparing","Preparing","BLOCKED","","","","","","","","","1","Y"
"QA-0198","reports/full-e2e-qa/coverage-cases.csv","Plumber","PLUMBER","Materials","Partial availability","Partial availability","BLOCKED","","","","","","","","","1","Y"
"QA-0197","reports/full-e2e-qa/coverage-cases.csv","Plumber","PLUMBER","Materials","Duplicate submit","Duplicate submit","BLOCKED","","","","","","","","","1","Y"
"QA-0253","reports/full-e2e-qa/coverage-cases.csv","Store","STORE_MANAGER","Dashboard","Inventory summary","Inventory summary","BLOCKED","","","","","","","","","1","Y"
"QA-0251","reports/full-e2e-qa/coverage-cases.csv","Store","STORE_MANAGER","Dashboard","Ready pickups","Ready pickups","BLOCKED","","","","","","","","","1","Y"
"QA-0206","reports/full-e2e-qa/coverage-cases.csv","Plumber","PLUMBER","Collection/completion","Store second confirmation","Store second confirmation","BLOCKED","","","","","","","","","1","Y"
"QA-0207","reports/full-e2e-qa/coverage-cases.csv","Plumber","PLUMBER","Collection/completion","Wrong-order rejection","Wrong-order rejection","BLOCKED","","","","","","","","","1","Y"
"QA-0208","reports/full-e2e-qa/coverage-cases.csv","Plumber","PLUMBER","Collection/completion","Resume after materials","Resume after materials","BLOCKED","","","","","","","","","1","Y"
"QA-0205","reports/full-e2e-qa/coverage-cases.csv","Plumber","PLUMBER","Collection/completion","Plumber first collection","Plumber first collection","BLOCKED","","","","","","","","","1","Y"
"QA-0202","reports/full-e2e-qa/coverage-cases.csv","Plumber","PLUMBER","Materials","Ready for pickup","Ready for pickup","BLOCKED","","","","","","","","","1","Y"
"QA-0203","reports/full-e2e-qa/coverage-cases.csv","Plumber","PLUMBER","Materials","Collection","Collection","BLOCKED","","","","","","","","","1","Y"
"QA-0204","reports/full-e2e-qa/coverage-cases.csv","Plumber","PLUMBER","Materials","Tracking state mapping","Tracking state mapping","BLOCKED","","","","","","","","","1","Y"
"QA-0221","reports/full-e2e-qa/coverage-cases.csv","Plumber","PLUMBER","Profile/photos/chat","Validation","Validation","BLOCKED","","","","","","","","","1","Y"
"QA-0241","reports/full-e2e-qa/coverage-cases.csv","Store","STORE_MANAGER","Authentication","Post-logout protection","Post-logout protection","BLOCKED","","","","","","","","","1","Y"
"QA-0242","reports/full-e2e-qa/coverage-cases.csv","Store","STORE_MANAGER","Authentication","Invalid credential messaging","Invalid credential messaging","BLOCKED","","","","","","","","","1","Y"
"QA-0243","reports/full-e2e-qa/coverage-cases.csv","Store","STORE_MANAGER","Authentication","Registration success","Registration success","BLOCKED","","","","","","","","","1","Y"
"QA-0240","reports/full-e2e-qa/coverage-cases.csv","Store","STORE_MANAGER","Authentication","Logout","Logout","BLOCKED","","","","","","","","","1","Y"
"QA-0237","reports/full-e2e-qa/coverage-cases.csv","Store","STORE_MANAGER","Authentication","Actual STORE_MANAGER role","Actual STORE_MANAGER role","BLOCKED","","","","","","","","","1","Y"
"QA-0238","reports/full-e2e-qa/coverage-cases.csv","Store","STORE_MANAGER","Authentication","Session restore","Session restore","BLOCKED","","","","","","","","","1","Y"
"QA-0239","reports/full-e2e-qa/coverage-cases.csv","Store","STORE_MANAGER","Authentication","Refresh","Refresh","BLOCKED","","","","","","","","","1","Y"
"QA-0252","reports/full-e2e-qa/coverage-cases.csv","Store","STORE_MANAGER","Dashboard","Low stock","Low stock","BLOCKED","","","","","","","","","1","Y"
"QA-0249","reports/full-e2e-qa/coverage-cases.csv","Store","STORE_MANAGER","Dashboard","Pending materials","Pending materials","BLOCKED","","","","","","","","","1","Y"
"QA-0250","reports/full-e2e-qa/coverage-cases.csv","Store","STORE_MANAGER","Dashboard","Preparing count","Preparing count","BLOCKED","","","","","","","","","1","Y"
"QA-0247","reports/full-e2e-qa/coverage-cases.csv","Store","STORE_MANAGER","Authentication","Long/Unicode field validation","Long/Unicode field validation","BLOCKED","","","","","","","","","1","Y"
"QA-0244","reports/full-e2e-qa/coverage-cases.csv","Store","STORE_MANAGER","Authentication","Duplicate account","Duplicate account","BLOCKED","","","","","","","","","1","Y"
"QA-0245","reports/full-e2e-qa/coverage-cases.csv","Store","STORE_MANAGER","Authentication","Independent invalid coordinate rejection","Independent invalid coordinate rejection","BLOCKED","","","","","","","","","1","Y"
"QA-0246","reports/full-e2e-qa/coverage-cases.csv","Store","STORE_MANAGER","Authentication","Password mismatch","Password mismatch","BLOCKED","","","","","","","","","1","Y"
"QA-0236","reports/full-e2e-qa/coverage-cases.csv","Store","STORE_MANAGER","Authentication","Successful login","Successful login","BLOCKED","","","","","","","","","1","Y"
"QA-0226","reports/full-e2e-qa/coverage-cases.csv","Plumber","PLUMBER","Profile/photos/chat","Chat","Chat","BLOCKED","","","","","","","","","1","Y"
"QA-0227","reports/full-e2e-qa/coverage-cases.csv","Plumber","PLUMBER","Profile/photos/chat","Drawer navigation","Drawer navigation","BLOCKED","","","","","","","","","1","Y"
"QA-0004","reports/full-e2e-qa/coverage-cases.csv","Customer","CUSTOMER","Authentication","Logout","Logout","BLOCKED","","","","","","","","","1","Y"
"QA-0225","reports/full-e2e-qa/coverage-cases.csv","Plumber","PLUMBER","Profile/photos/chat","Image contract","Image contract","BLOCKED","","","","","","","","","1","Y"
"QA-0222","reports/full-e2e-qa/coverage-cases.csv","Plumber","PLUMBER","Profile/photos/chat","Persistence","Persistence","BLOCKED","","","","","","","","","1","Y"
"QA-0223","reports/full-e2e-qa/coverage-cases.csv","Plumber","PLUMBER","Profile/photos/chat","Before photo upload","Before photo upload","BLOCKED","","","","","","","","","1","Y"
"QA-0224","reports/full-e2e-qa/coverage-cases.csv","Plumber","PLUMBER","Profile/photos/chat","After photo upload","After photo upload","BLOCKED","","","","","","","","","1","Y"
"QA-0233","reports/full-e2e-qa/coverage-cases.csv","Store","STORE_MANAGER","Authentication","Empty login feedback","Empty login feedback","FAIL","","","","","","","","","1","Y"
"QA-0234","reports/full-e2e-qa/coverage-cases.csv","Store","STORE_MANAGER","Authentication","Empty registration feedback","Empty registration feedback","FAIL","","","","","","","","","1","Y"
"QA-0235","reports/full-e2e-qa/coverage-cases.csv","Store","STORE_MANAGER","Authentication","Forgot password feedback","Forgot password feedback","FAIL","","","","","","","","","1","Y"
"QA-0232","reports/full-e2e-qa/coverage-cases.csv","Store","STORE_MANAGER","Authentication","Login backend target","Login backend target","FAIL","","","","","","","","","1","Y"
"QA-0003","reports/full-e2e-qa/coverage-cases.csv","Customer","CUSTOMER","Authentication","Refresh authenticated page","Refresh authenticated page","BLOCKED","","","","","","","","","1","Y"
"QA-0002","reports/full-e2e-qa/coverage-cases.csv","Customer","CUSTOMER","Authentication","Session restore","Session restore","BLOCKED","","","","","","","","","1","Y"
"QA-0001","reports/full-e2e-qa/coverage-cases.csv","Customer","CUSTOMER","Authentication","Successful login","Successful login","BLOCKED","","","","","","","","","1","Y"
"QA-0172","reports/full-e2e-qa/coverage-cases.csv","Plumber","PLUMBER","Dashboard","Refresh","Refresh","BLOCKED","","","","","","","","","1","Y"
"QA-0171","reports/full-e2e-qa/coverage-cases.csv","Plumber","PLUMBER","Dashboard","All dashboard actions","All dashboard actions","BLOCKED","","","","","","","","","1","Y"
"QA-0173","reports/full-e2e-qa/coverage-cases.csv","Plumber","PLUMBER","Jobs","Job list","Job list","BLOCKED","","","","","","","","","1","Y"
"QA-0175","reports/full-e2e-qa/coverage-cases.csv","Plumber","PLUMBER","Jobs","Job detail","Job detail","BLOCKED","","","","","","","","","1","Y"
"QA-0174","reports/full-e2e-qa/coverage-cases.csv","Plumber","PLUMBER","Jobs","Incoming job","Incoming job","BLOCKED","","","","","","","","","1","Y"
"QA-0167","reports/full-e2e-qa/coverage-cases.csv","Plumber","PLUMBER","Dashboard","Job summary","Job summary","BLOCKED","","","","","","","","","1","Y"
"QA-0166","reports/full-e2e-qa/coverage-cases.csv","Plumber","PLUMBER","Dashboard","Online/offline","Online/offline","BLOCKED","","","","","","","","","1","Y"
"QA-0168","reports/full-e2e-qa/coverage-cases.csv","Plumber","PLUMBER","Dashboard","Earnings summary","Earnings summary","BLOCKED","","","","","","","","","1","Y"
"QA-0170","reports/full-e2e-qa/coverage-cases.csv","Plumber","PLUMBER","Dashboard","Notifications","Notifications","BLOCKED","","","","","","","","","1","Y"
"QA-0169","reports/full-e2e-qa/coverage-cases.csv","Plumber","PLUMBER","Dashboard","Materials summary","Materials summary","BLOCKED","","","","","","","","","1","Y"
"QA-0176","reports/full-e2e-qa/coverage-cases.csv","Plumber","PLUMBER","Jobs","Accept","Accept","BLOCKED","","","","","","","","","1","Y"
"QA-0183","reports/full-e2e-qa/coverage-cases.csv","Plumber","PLUMBER","Jobs","Materials required","Materials required","BLOCKED","","","","","","","","","1","Y"
"QA-0182","reports/full-e2e-qa/coverage-cases.csv","Plumber","PLUMBER","Jobs","Diagnosis","Diagnosis","BLOCKED","","","","","","","","","1","Y"
"QA-0184","reports/full-e2e-qa/coverage-cases.csv","Plumber","PLUMBER","Jobs","Resume","Resume","BLOCKED","","","","","","","","","1","Y"
"QA-0186","reports/full-e2e-qa/coverage-cases.csv","Plumber","PLUMBER","Jobs","Invalid transition rejection","Invalid transition rejection","BLOCKED","","","","","","","","","1","Y"
"QA-0185","reports/full-e2e-qa/coverage-cases.csv","Plumber","PLUMBER","Jobs","Completion","Completion","BLOCKED","","","","","","","","","1","Y"
"QA-0178","reports/full-e2e-qa/coverage-cases.csv","Plumber","PLUMBER","Jobs","Duplicate accept","Duplicate accept","BLOCKED","","","","","","","","","1","Y"
"QA-0177","reports/full-e2e-qa/coverage-cases.csv","Plumber","PLUMBER","Jobs","Reject","Reject","BLOCKED","","","","","","","","","1","Y"
"QA-0179","reports/full-e2e-qa/coverage-cases.csv","Plumber","PLUMBER","Jobs","Unauthorized job access","Unauthorized job access","BLOCKED","","","","","","","","","1","Y"
"QA-0181","reports/full-e2e-qa/coverage-cases.csv","Plumber","PLUMBER","Jobs","Arrival","Arrival","BLOCKED","","","","","","","","","1","Y"
"QA-0180","reports/full-e2e-qa/coverage-cases.csv","Plumber","PLUMBER","Jobs","Assigned job","Assigned job","BLOCKED","","","","","","","","","1","Y"
"QA-0151","reports/full-e2e-qa/coverage-cases.csv","Plumber","PLUMBER","Authentication","Session restore","Session restore","BLOCKED","","","","","","","","","1","Y"
"QA-0150","reports/full-e2e-qa/coverage-cases.csv","Plumber","PLUMBER","Authentication","Actual PLUMBER role","Actual PLUMBER role","BLOCKED","","","","","","","","","1","Y"
"QA-0152","reports/full-e2e-qa/coverage-cases.csv","Plumber","PLUMBER","Authentication","Refresh","Refresh","BLOCKED","","","","","","","","","1","Y"
"QA-0154","reports/full-e2e-qa/coverage-cases.csv","Plumber","PLUMBER","Authentication","Post-logout route","Post-logout route","BLOCKED","","","","","","","","","1","Y"
"QA-0153","reports/full-e2e-qa/coverage-cases.csv","Plumber","PLUMBER","Authentication","Logout","Logout","BLOCKED","","","","","","","","","1","Y"
"QA-0146","reports/full-e2e-qa/coverage-cases.csv","Plumber","PLUMBER","Authentication","Google feedback","Google feedback","FAIL","","","","","","","","","1","Y"
"QA-0145","reports/full-e2e-qa/coverage-cases.csv","Plumber","PLUMBER","Authentication","Forgot password feedback","Forgot password feedback","FAIL","","","","","","","","","1","Y"
"QA-0147","reports/full-e2e-qa/coverage-cases.csv","Plumber","PLUMBER","Authentication","Facebook feedback","Facebook feedback","FAIL","","","","","","","","","1","Y"
"QA-0149","reports/full-e2e-qa/coverage-cases.csv","Plumber","PLUMBER","Authentication","Successful login","Successful login","BLOCKED","","","","","","","","","1","Y"
"QA-0148","reports/full-e2e-qa/coverage-cases.csv","Plumber","PLUMBER","Authentication","Initial OTP dispatch truthfulness","Initial OTP dispatch truthfulness","FAIL","","","","","","","","","1","Y"
"QA-0155","reports/full-e2e-qa/coverage-cases.csv","Plumber","PLUMBER","Authentication","Invalid password","Invalid password","BLOCKED","","","","","","","","","1","Y"
"QA-0162","reports/full-e2e-qa/coverage-cases.csv","Plumber","PLUMBER","Authentication","Registration profile/KYC persistence","Registration profile/KYC persistence","BLOCKED","","","","","","","","","1","Y"
"QA-0161","reports/full-e2e-qa/coverage-cases.csv","Plumber","PLUMBER","Authentication","Registration duplicate account","Registration duplicate account","BLOCKED","","","","","","","","","1","Y"
"QA-0163","reports/full-e2e-qa/coverage-cases.csv","Plumber","PLUMBER","Authentication","Registration numeric/long/Unicode validation","Registration numeric/long/Unicode validation","BLOCKED","","","","","","","","","1","Y"
"QA-0165","reports/full-e2e-qa/coverage-cases.csv","Plumber","PLUMBER","Dashboard","Backend dashboard data","Backend dashboard data","BLOCKED","","","","","","","","","1","Y"
"QA-0008","reports/full-e2e-qa/coverage-cases.csv","Customer","CUSTOMER","Authentication","New authenticated tab","New authenticated tab","BLOCKED","","","","","","","","","1","Y"
"QA-0157","reports/full-e2e-qa/coverage-cases.csv","Plumber","PLUMBER","Authentication","Wrong OTP response","Wrong OTP response","BLOCKED","","","","","","","","","1","Y"
"QA-0156","reports/full-e2e-qa/coverage-cases.csv","Plumber","PLUMBER","Authentication","Password rotation","Password rotation","BLOCKED","","","","","","","","","1","Y"
"QA-0158","reports/full-e2e-qa/coverage-cases.csv","Plumber","PLUMBER","Authentication","OTP resend response","OTP resend response","BLOCKED","","","","","","","","","1","Y"
"QA-0160","reports/full-e2e-qa/coverage-cases.csv","Plumber","PLUMBER","Authentication","Registration success","Registration success","BLOCKED","","","","","","","","","1","Y"
"QA-0159","reports/full-e2e-qa/coverage-cases.csv","Plumber","PLUMBER","Authentication","OTP expiry","OTP expiry","BLOCKED","","","","","","","","","1","Y"
"QA-0187","reports/full-e2e-qa/coverage-cases.csv","Plumber","PLUMBER","Store selection","Backend stores","Backend stores","BLOCKED","","","","","","","","","1","Y"
"QA-0188","reports/full-e2e-qa/coverage-cases.csv","Plumber","PLUMBER","Store selection","Store detail","Store detail","BLOCKED","","","","","","","","","1","Y"
"QA-0191","reports/full-e2e-qa/coverage-cases.csv","Plumber","PLUMBER","Store selection","Runtime store ID","Runtime store ID","BLOCKED","","","","","","","","","1","Y"
"QA-0194","reports/full-e2e-qa/coverage-cases.csv","Plumber","PLUMBER","Materials","Stock availability","Stock availability","BLOCKED","","","","","","","","","1","Y"
"QA-0193","reports/full-e2e-qa/coverage-cases.csv","Plumber","PLUMBER","Materials","Quantity","Quantity","BLOCKED","","","","","","","","","1","Y"
"QA-0192","reports/full-e2e-qa/coverage-cases.csv","Plumber","PLUMBER","Materials","Product selection","Product selection","BLOCKED","","","","","","","","","1","Y"
"QA-0189","reports/full-e2e-qa/coverage-cases.csv","Plumber","PLUMBER","Store selection","Store inventory","Store inventory","BLOCKED","","","","","","","","","1","Y"
"QA-0190","reports/full-e2e-qa/coverage-cases.csv","Plumber","PLUMBER","Store selection","Selection persistence","Selection persistence","BLOCKED","","","","","","","","","1","Y"
"QA-0195","reports/full-e2e-qa/coverage-cases.csv","Plumber","PLUMBER","Materials","Submit request","Submit request","BLOCKED","","","","","","","","","1","Y"
"QA-0196","reports/full-e2e-qa/coverage-cases.csv","Plumber","PLUMBER","Materials","Request detail","Request detail","BLOCKED","","","","","","","","","1","Y"
"QA-0610","reports/full-e2e-qa/coverage-cases.csv","Accessibility","cross-role","Keyboard/semantics","Modal focus trapping","Modal focus trapping","NOT TESTED","","","","","","","","","2",""
"QA-0637","reports/full-e2e-qa/coverage-cases.csv","Responsive","cross-role","Additional public screens","Plumber mobile-login all eight sizes","Plumber mobile-login all eight sizes","NOT TESTED","","","","","","","","","2",""
"QA-0611","reports/full-e2e-qa/coverage-cases.csv","Accessibility","cross-role","Keyboard/semantics","Modal focus restoration","Modal focus restoration","NOT TESTED","","","","","","","","","2",""
"QA-0613","reports/full-e2e-qa/coverage-cases.csv","Accessibility","cross-role","Keyboard/semantics","Touch-target spacing comprehensive","Touch-target spacing comprehensive","NOT TESTED","","","","","","","","","2",""
"QA-0029","reports/full-e2e-qa/coverage-cases.csv","Customer","CUSTOMER","Authentication","Enter from password input submits login","Enter from password input submits login","NOT TESTED","","","","","","","","","2",""
"QA-0636","reports/full-e2e-qa/coverage-cases.csv","Responsive","cross-role","Additional public screens","Onboarding all eight sizes","Onboarding all eight sizes","NOT TESTED","","","","","","","","","2",""
"QA-0612","reports/full-e2e-qa/coverage-cases.csv","Accessibility","cross-role","Keyboard/semantics","Escape dismissal","Escape dismissal","NOT TESTED","","","","","","","","","2",""
"QA-0632","reports/full-e2e-qa/coverage-cases.csv","Responsive","cross-role","Chrome zoom","100% explicit browser zoom","100% explicit browser zoom","NOT TESTED","","","","","","","","","2",""
"QA-0614","reports/full-e2e-qa/coverage-cases.csv","Accessibility","cross-role","Keyboard/semantics","Heading/landmark manual audit","Heading/landmark manual audit","NOT TESTED","","","","","","","","","2",""
"QA-0635","reports/full-e2e-qa/coverage-cases.csv","Responsive","cross-role","Chrome zoom","200%","200%","NOT TESTED","","","","","","","","","2",""
"QA-0634","reports/full-e2e-qa/coverage-cases.csv","Responsive","cross-role","Chrome zoom","150%","150%","NOT TESTED","","","","","","","","","2",""
"QA-0633","reports/full-e2e-qa/coverage-cases.csv","Responsive","cross-role","Chrome zoom","125%","125%","NOT TESTED","","","","","","","","","2",""
"QA-0526","reports/full-e2e-qa/coverage-cases.csv","Security","cross-role","Abuse controls","OTP rate limit","OTP rate limit","NOT TESTED","","","","","","","","","2",""
"QA-0527","reports/full-e2e-qa/coverage-cases.csv","Security","cross-role","Abuse controls","Resend rate limit","Resend rate limit","NOT TESTED","","","","","","","","","2",""
"QA-0532","reports/full-e2e-qa/coverage-cases.csv","Security","cross-role","Transport/headers","CSP exploitation path","CSP exploitation path","NOT TESTED","","","","","","","","","2",""
"QA-0631","reports/full-e2e-qa/coverage-cases.csv","Responsive","cross-role","Chrome zoom","80%","80%","NOT TESTED","","","","","","","","","2",""
"QA-0528","reports/full-e2e-qa/coverage-cases.csv","Security","cross-role","Abuse controls","Reset rate limit","Reset rate limit","NOT TESTED","","","","","","","","","2",""
"QA-0609","reports/full-e2e-qa/coverage-cases.csv","Accessibility","cross-role","Keyboard/semantics","Screen reader manual audit","Screen reader manual audit","NOT TESTED","","","","","","","","","2",""
"QA-0525","reports/full-e2e-qa/coverage-cases.csv","Security","cross-role","Abuse controls","Login rate-limit threshold","Login rate-limit threshold","NOT TESTED","","","","","","","","","2",""
"QA-0561","reports/full-e2e-qa/coverage-cases.csv","Responsive","cross-role","Plumber registration","360x800","360x800","PASS","","","","","","","","","4",""
"QA-0582","reports/full-e2e-qa/coverage-cases.csv","Responsive","cross-role","Store login","768x1024","768x1024","PASS","","","","","","","","","4",""
"QA-0562","reports/full-e2e-qa/coverage-cases.csv","Responsive","cross-role","Plumber registration","390x844","390x844","PASS","","","","","","","","","4",""
"QA-0564","reports/full-e2e-qa/coverage-cases.csv","Responsive","cross-role","Plumber registration","768x1024","768x1024","PASS","","","","","","","","","4",""
"QA-0563","reports/full-e2e-qa/coverage-cases.csv","Responsive","cross-role","Plumber registration","412x915","412x915","PASS","","","","","","","","","4",""
"QA-0559","reports/full-e2e-qa/coverage-cases.csv","Responsive","cross-role","Plumber login","1920x1080","1920x1080","PASS","","","","","","","","","4",""
"QA-0558","reports/full-e2e-qa/coverage-cases.csv","Responsive","cross-role","Plumber login","1440x900","1440x900","PASS","","","","","","","","","4",""
"QA-0585","reports/full-e2e-qa/coverage-cases.csv","Responsive","cross-role","Store login","1440x900","1440x900","PASS","","","","","","","","","4",""
"QA-0583","reports/full-e2e-qa/coverage-cases.csv","Responsive","cross-role","Store login","1024x768","1024x768","PASS","","","","","","","","","4",""
